"Nid","Title","Author uid","Background","Date","Description","Manuscript Link","Manuscript Title","Selected Bibliography","Script","Path","Post date","Updated date","Published status"
"3192","History of Venice by Gian Giacomo Caroldo","40328","<p style=""font-size: 0.3em;""> </p>
<p style=""font-weight:300;"">The manuscript entitled “Storie venete del Caroldo” contains a chronicle of the city of Venice composed in vernacular by Gian Giacomo Caroldo, a Venetian diplomat and chancery official who lived at the end of <i>Quattrocento </i>and the beginning of <i>Cinquecento</i>. According to Pietro Bembo (<i>Historie venete, </i>VIII, pp. 295 and ff.), Caroldo played an important role in unfolding the diplomatic plot leading to the League of Cambrai against Venice in 1509 in which the Republic of Venice almost lost all of its possessions in mainland Italy. His chronicle is divided into 10 books, from the foundation of the city to the death of <i>doge </i>Andrea Contarini (1382).</p>
<p style=""font-weight:300;"">As an officer of the Republic, Caroldo had direct access to official documents on which he based his chronicle. It was meant to be read by administrators as a guide for their work and, therefore, it focuses on topics such as the administration of the state, diplomatic relationships with other states, and warfare. For this reason, it is considered a dry historical account narrated from the perspective of an administrator.</p>
<p style=""font-weight:300;"">The work is divided in two volumes (Tomo I and II), both with a hard-wooden cover. On the back of the front cover there is an armorial bookplate with the French motto, “La vertu est la seule noblesse” (virtue is the only nobility), similar to the bookplate of the Earl of Guilford. A flyleaf is followed by a half-page with the title of the work in modern Italian and the inscription “Phillipps Ms 5018” in handwriting, referring to Thomas Phillips, English antiquary and book collector of the nineteenth century, who possessed at least one other copy of Caroldo’s <i>Chronica</i>.</p>
<p style=""font-weight:300;"">The online inventory of chronicles of Venice and Ravenna edited by Antonio Carile (see <a href=""http://www.cronachevenezianeravennati.it"" style=""font-weight:300;"" target=""_blank"">here</a>) reports 45 sources containing Caroldo’s chronicle in full or partial editions, but does not mention the Newberry manuscript. Moreover, this manuscript appears to be the only one with the title in modern Italian. At the end of the second volume there is a table of contents (“Tavola del contenuto”) containing brief summaries of major events in Venetian history, which does not appear to be related to Caroldo’s chronicle.</p>
<p align=""right"" style=""font-weight:300;"">- Andrea Polegato</p>
","1500","<p style=""font-size: 0.3em;""> </p>
<p>Newberry VAULT Case MS folio F 35993 .148</p>
<p style=""margin-left:.25in;"">Gian Giacomo Caroldo</p>
<p style=""margin-left:.25in;""><em>History of Venice by Gian Giacomo Caroldo</em></p>
<p style=""margin-left:.25in;"">Italy, between 1500 and 1599</p>
<p style=""font-size: 0.1em;""> </p>
<table border=""0.5"" cellpadding=""1"" cellspacing=""1"" style=""width: 200px; background-color:#F8F8F8;""><tbody><tr><td>Go to <a href=""https://italian-paleography.library.utoronto.ca/content/transcript_IP_049"" style=""font-weight:300;"" target=""_blank"">Transcription</a><br />
			Go to <a href=""https://italian-paleography.library.utoronto.ca/islandora/object/italianpaleography%3AIP_049"" style=""font-weight:300;"" target=""_blank"">Manuscript</a> page</td>
</tr></tbody></table><p style=""font-size: 1em""> </p>
","","History of Venice by Gian Giacomo Caroldo
","<p style=""font-size: 0.3em;""> </p>
<p>Item fully digitized <a href=""http://collections.carli.illinois.edu/cdm/ref/collection/nby_dig/id/24600"" style=""font-weight:300;"" target=""_blank"">here</a>.</p>
<p> </p>
","<p style=""font-size: 0.3em;""> </p>
<p>Corsiva seicentesca professionale ma incerta nel tracciato e nell’allineamento. Potrebbe trattarsi di una mano senile.</p>
<p>Da notare: la d con asta ripiegata su sé stessa (r. 6: <em>discorso</em>); la <em>e</em> in due tratti incrociati (r. 12: <em>et</em>); la <em>r</em> diritta divaricata (r. 15: <em>creator</em>); la <em>t</em> che lega tramite la traversa (r. 10: <em>travagliano</em>).</p>
<p align=""right"">- Maddalena Signorini</p>
<p> </p>
","/content/about_IP_049","Thursday, January 10, 2019 - 20:10","Friday, March 27, 2020 - 19:54","Yes"
"3175","Collection of Veneziano's Poems in Sicilian Dialect","40328","","1550","<p style=""font-size: 0.3em;""> </p>
<p>Chicago, Newberry VALUT Case MS Y 712582.942</p>
<p style=""margin-left:.25in;"">Antonio Veneziano</p>
<p style=""margin-left:.25in;""><em>Collection of Veneziano's Poems in Sicilian Dialect</em></p>
<p style=""margin-left:.25in;"">Italy, between 1550 and 1599</p>
<p style=""font-size: 0.1em;""> </p>
<table border=""0.5"" cellpadding=""1"" cellspacing=""1"" style=""width: 200px; background-color:#F8F8F8;""><tbody><tr><td>Go to <a href=""https://italian-paleography.library.utoronto.ca/content/transcript_IP_048"" style=""font-weight:300;"" target=""_blank"">Transcription</a><br />
			Go to <a href=""https://italian-paleography.library.utoronto.ca/islandora/object/italianpaleography%3AIP_048"" style=""font-weight:300;"" target=""_blank"">Manuscript</a> page</td>
</tr></tbody></table><p style=""font-size: 1em""> </p>
","","Collection of Veneziano's Poems in Sicilian Dialect
","<p style=""font-size: 0.3em;""> </p>
<p>Item fully digitized <a href=""http://digcoll.newberry.org/#/item/ia-case_ms_y_712582_942"" target=""_blank"">here</a>.</p>
<p> </p>
","<p style=""font-size: 0.3em;""> </p>
<p>Svelta corsiva usuale ricca di legamenti, regolare seppure priva di una particolare cura esecutiva.</p>
<p>Da notare: la <em>d</em> con asta inclinata e molto sviluppata (154r, r. 7: <em>havendu</em>); la <em>r</em> tonda che lega con lettera precedente e seguente (153v, r. 16: <em>sguardu</em>); il legamento <em>ss</em> con la prima <em>s</em> dai tratti raddoppiati (153v, r. 5: <em>Passa</em>).</p>
<p align=""right"">- Maddalena Signorini</p>
<p> </p>
","/content/about_IP_048","Thursday, January 10, 2019 - 20:07","Saturday, December 7, 2019 - 01:16","Yes"
"3157","Special Dispensations for Foreigners to Join the Order of St. Stephen","40328","","1562","<p style=""font-size: 0.3em;""> </p>
<p>Chicago, Newberry Library, Wing MS folio ZW 5351 .71</p>
<p style=""margin-left:.25in;"">Cosimo de' Medici</p>
<p style=""margin-left:.25in;""><em>Special Dispensations for Foreigners to Join the Order of St. Stephen</em></p>
<p style=""margin-left:.25in;"">Florence, between 1562 and 1571</p>
<p style=""font-size: 0.1em;""> </p>
<table border=""0.5"" cellpadding=""1"" cellspacing=""1"" style=""width: 200px; background-color:#F8F8F8;""><tbody><tr><td>Go to <a href=""https://italian-paleography.library.utoronto.ca/content/transcript_IP_047"" style=""font-weight:300;"" target=""_blank"">Transcription</a><br />
			Go to <a href=""https://italian-paleography.library.utoronto.ca/islandora/object/italianpaleography%3AIP_047"" style=""font-weight:300;"" target=""_blank"">Manuscript</a> page</td>
</tr></tbody></table><p style=""font-size: 1em""> </p>
","","Special Dispensations for Foreigners to Join the Order of St. Stephen
","<p style=""font-size: 0.3em;""> </p>
<p>Item fully digitized <a href=""http://digcoll.newberry.org/#/item/ia-wing_zw_5351_71"" target=""_blank"">here</a>.</p>
<p> </p>
","<p style=""font-size: 0.3em;""> </p>
<p>166r Corsiva veloce (1662) con aste alte concluse da bottone.</p>
<p>Da notare:  <em>h</em> priva di tratto inferiore dell’asta (r. 6: <em>ha</em>); legamento <em>ss</em> (r. 3: <em>Baldassarri</em>; r. 10: <em>necessario</em>); <em>z</em> sovramodulata in un sol tratto (r. 7: <em>provanze</em>).</p>
<p>177r Corsiva professionale di segretario, regolare, aste alte concluse da bottone, aste basse terminate da trattino obliquo in un sol tempo.</p>
<p>Da notare: r di forma tonda (r. 1: nostro); z bassa o sovramodulata (r. 12: Palazzo).</p>
<p>Sottoscrizione di Cosimo: rozza italica di modulo grande e allineamento incerto.</p>
<p align=""right"">- Maddalena Signorini</p>
<p> </p>
","/content/about_IP_047","Thursday, January 10, 2019 - 20:04","Saturday, December 7, 2019 - 03:48","Yes"
"3146","Copy of the Iliad in Tuscan Translation","40328","<p style=""font-size: 0.3em;""> </p>
<p>The first Italian translations of Homer’s <em>Iliad</em> date back to the sixteenth century. At this time, six vernacular translations were published in major Italian cities such as Venice, Florence, Rome, Padua and Turin, testifying to the enduring interest that Renaissance humanists had for the Greek author and his works. Among the aforementioned editions, a translation into Tuscan of the <em>Iliad</em>’s first six books and part of the seventh was completed by Girolamo Baccelli (1515 – 1581?). Born into a noble Florentine family, Baccelli studied and excelled in the <em>studia humanitatis</em> and medicine to the point of becoming a member of the Accademia Fiorentina, a philosophical and literary academy founded in Florence under the patronage of the Gran Duke of Tuscany Cosimo I de’ Medici.</p>
<p>The manuscript of Baccelli’s translation, which he composed in hendecasyllables, is entitled <em>Dell' Iliade d'Homero lib. p</em><em>⁰</em><em>[-vij] in lingua toscana composto [i.e. tradotto] p Ms Girmo Baccelli. </em>The text includes a series of corrections made by another hand, possibly that of his brother, Baccio. At the end of the manuscript a note reads: “non finito per colpa della morte” (unfinished because of [the author’s] death). Unknown are the causes that led to Girolamo’s death and that kept him from completing the translation of the <em>Iliad</em> alongside that of the <em>Odyssey</em>, which was published posthumously in 1582. According to the autographed dedicatory letter to this edition that Baccio Baccelli wrote to Francesco I de’ Medici, the translation of both of Homer’s works had been commissioned originally to Bacelli’s brother by the Medici Grand Duke.</p>
<p align=""right"">-Eufemia Baldassarre</p>
<p align=""right""> </p>
","1500","<p style=""font-size: 0.3em;""> </p>
<p>Chicago, Newberry VAULT Case MS 6A 29</p>
<p style=""margin-left:.25in;"">Girolamo Bacelli</p>
<p style=""margin-left:.25in;""><em>Copy of the Iliad in Tuscan Translation</em></p>
<p style=""margin-left:.25in;"">Florence, between 1500 and 1599</p>
<p style=""font-size: 0.1em;""> </p>
<table border=""0.5"" cellpadding=""1"" cellspacing=""1"" style=""width: 200px; background-color:#F8F8F8;""><tbody><tr><td>Go to <a href=""https://italian-paleography.library.utoronto.ca/content/transcript_IP_046"" style=""font-weight:300;"" target=""_blank"">Transcription</a><br />
			Go to <a href=""https://italian-paleography.library.utoronto.ca/islandora/object/italianpaleography%3AIP_046"" style=""font-weight:300;"" target=""_blank"">Manuscript</a> page</td>
</tr></tbody></table><p style=""font-size: 1em""> </p>
","","Copy of the Iliad in Tuscan Translation
","<p style=""font-size: 0.3em;""> </p>
<p>Item fully digitized <a href=""http://digcoll.newberry.org/#/item/ia-case_ms_6a_29"" target=""_blank"">here</a>.</p>
<p> </p>
","<p style=""font-size: 0.3em;""> </p>
<p>Italica fortemente inclinata a destra, di modulo grande e ricca di legamenti.</p>
<p>Da notare: le aste alte concluse da vistoso bottone e spesso ripassate nel tratto superiore (r. 14: <em>qual fu degli</em>); la doppia forma di <em>d</em> (diritta, r. 3: <em>del</em>; tonda, r. 13: <em>ardito</em>); i legamenti antiorari (r. 20: <em>popolo</em>).</p>
<p align=""right"">- Maddalena Signorini</p>
<p align=""right""> </p>
","/content/about_IP_046","Thursday, January 10, 2019 - 19:59","Friday, December 6, 2019 - 23:59","Yes"
"3130","Florentine Chronicle","40328","<p style=""font-size: 0.3em;""> </p>
<p>Chronicles were one of the main genres of historical writing in the Middle Ages.  Typically, the purpose of a chronicle was to record as in a time line the main historically important events that occurred both on a local and global level.  History-writing was regarded as an important form of expression throughout the medieval period, capable of accounting for the development of societies, customs, politics, modes of expression, and social identity.  The relevance and success of this genre allowed for an uninterrupted period of this literary tradition well into the early modern times.</p>
<p>The <em>Florentine chronicle, </em>allegedly dated to the sixteenth century, is an example of an early modern chronicle that records the history of the city of Florence from its origins to the early part of the fourteenth century.  The chronicle’s opening pages list the names of major Italian cities of the time (Rome, Pisa, Fiesole, Lucca, etc.), along with information about when they were founded and by whom.  On a local level, the names of important Florentine families are recorded alongside indications of the urban district where they lived and of the alliances they forged with other families through marriage or patronage.  However, the addition of information regarding the various emperors who came to power (names, dates, etc.), including those who visited the Tuscan city and the allegiances some Florentine families pledged to them, places Florence into a broader political discourse that highlights the international prominence of the city, while contributing to the way in which its history was being “imagined” and perceived.</p>
<p align=""right"">-Eufemia Baldassarre</p>
<p align=""right""> </p>
","1500","<p style=""font-size: 0.3em;""> </p>
<p>Chicago, Newberry VAULT Case MS folio F 3593 .31</p>
<p style=""margin-left:.25in;""><em>Florentine Chronicle</em></p>
<p style=""margin-left:.25in;"">Italy, between 1500 and 1599</p>
<p style=""font-size: 0.1em;""> </p>
<table border=""0.5"" cellpadding=""1"" cellspacing=""1"" style=""width: 200px; background-color:#F8F8F8;""><tbody><tr><td>Go to <a href=""https://italian-paleography.library.utoronto.ca/content/transcript_IP_045"" style=""font-weight:300;"" target=""_blank"">Transcription</a><br />
			Go to <a href=""https://italian-paleography.library.utoronto.ca/islandora/object/italianpaleography%3AIP_045"" style=""font-weight:300;"" target=""_blank"">Manuscript</a> page</td>
</tr></tbody></table><p style=""font-size: 1em""> </p>
","","Florentine Chronicle
","<p style=""font-size: 0.3em;""> </p>
<ul><li style=""font-weight:300; color:black;"">Breen, Dar. “Early Modern Historiography.” <i>Literature Compass 2,</i> vol. 136 (2005): 1-14.</li>
<li style=""font-weight:300; color:black;"">Bull, Marcus. “Eyewitness and Medieval Historical Narrative.” <i>The Medieval Chronicle </i>11 (2018): 1-22.</li>
<li style=""font-weight:300; color:black;"">Said, Edward. <i>Orientalism</i>. 1978.</li>
</ul><p>Item fully digitized <a href=""http://digcoll.newberry.org/#/item/ia-case_ms_f_3593_31"" target=""_blank"">here</a>.</p>
<p> </p>
","<p style=""font-size: 0.3em;""> </p>
<p>Corsiva usuale dal tracciato leggermente chiaroscurato e allineamneto discendente.</p>
<p>Da notare: la <em>a</em> con ultimo tratto che ritorna in alto verso sinistra (r. 4: <em>edificata</em>); la <em>h</em> priva del tratto basso dell’asta (r. 14: <em>hebbe</em>); il legamento <em>ol</em> (r. 4: <em>Fiesole</em>).</p>
<p align=""right"">- Maddalena Signorini</p>
<p align=""right""> </p>
","/content/about_IP_045","Thursday, January 10, 2019 - 19:57","Saturday, December 7, 2019 - 00:50","Yes"
"3116","Cambini's History of France","40328","<p style=""font-size: 0.3em;""> </p>
<p>A Florentine historian and translator, Andrea Cambini (1455/60-1527) was a disciple of the humanist Cristoforo Landino and close friend of the Neoplatonist Marsilio Ficino.  He worked for many years for Lorenzo de’ Medici, acting as his diplomat and an administrator.  Two years after Lorenzo’s death, in 1494, Cambini abandoned Florence and its new ruler Piero de Medici, son of Lorenzo, and became a strong supporter of the Dominican friar Girolamo Savonarola.  When the friar fell in disgrace and was executed in 1498, Cambini was spared but his political life ended.  He was a prolific translator and is best known for his Italian translation of Cicero’s <i>De Amicitia</i> and <i>De senectute</i> among others.  Moreover, he was the well-known author of a treatise on the Turks.</p>
<p>This manuscript on paper is a sixteenth-century copy of his <i>Historia di Francia</i>.  It is a historical account of French history through the lives of their kings, starting from the year 420 CE up to 1483 and King Louis XI’s death.  The text is divided into four chapters.  In his introduction, Cambini praises the Kingdom of France as the first realm to rule in Europe after the ancient Roman Empire, and he defines this new kingdom as “barbaric but not barbarically organized.”</p>
<p align=""right"">- Mario Sassi</p>
<p align=""right""> </p>
","1500","<p style=""font-size: 0.3em;""> </p>
<p>Chicago, Newberry VAULT Case MS folio F 3910 .14</p>
<p style=""margin-left:.25in;"">Andrea Cambini</p>
<p style=""margin-left:.25in;""><em>Cambini's History of France</em></p>
<p style=""margin-left:.25in;"">Italy, between 1500 and 1599</p>
<p style=""font-size: 0.1em;""> </p>
<table border=""0.5"" cellpadding=""1"" cellspacing=""1"" style=""width: 200px; background-color:#F8F8F8;""><tbody><tr><td>Go to <a href=""https://italian-paleography.library.utoronto.ca/content/transcript_IP_044"" style=""font-weight:300;"" target=""_blank"">Transcription</a><br />
			Go to <a href=""https://italian-paleography.library.utoronto.ca/islandora/object/italianpaleography%3AIP_044"" style=""font-weight:300;"" target=""_blank"">Manuscript</a> page</td>
</tr></tbody></table><p style=""font-size: 1em""> </p>
","","Cambini's History of France
","<p style=""font-size: 0.3em;""> </p>
<p>Item fully digitized <a href=""http://digcoll.newberry.org/#/item/ia-case_ms_f_3910_146"" target=""_blank"">here</a>.</p>
<p> </p>
","<p style=""font-size: 0.3em;""> </p>
<p>Italica libraria regolare e ordinata, dal tracciato sottile e equilibrato slancio delle aste.</p>
<p>Da notare: i tratti allungati e conclusi da bottone in fine riga (r. 4: <em>le</em>, r. 6: <em>par</em>, r. 8: <em>la</em>); il legamento <em>ct</em> con andamento a fiocco (r. 19: <em>facto</em>) e quello <em>st</em> (r. 20 <em>magistrato</em>); le maiuscole soramodulate (r. 10: <em>Questore</em>; r. 20: <em>Consule</em>).</p>
<p align=""right"">- Maddalena Signorini</p>
<p align=""right""> </p>
","/content/about_IP_044","Thursday, January 10, 2019 - 19:54","Friday, December 6, 2019 - 23:54","Yes"
"3102","Collection of Italian Poetry","40328","","1500","<p style=""font-size: 0.3em;""> </p>
<p>Chicago, Newberry VAULT Case MS 4A 36</p>
<p style=""margin-left:.25in;""><em>Collection of Italian Poetry</em></p>
<p style=""margin-left:.25in;"">Italy, between 1500 and 1599</p>
<p style=""font-size: 0.1em;""> </p>
<table border=""0.5"" cellpadding=""1"" cellspacing=""1"" style=""width: 200px; background-color:#F8F8F8;""><tbody><tr><td>Go to <a href=""https://italian-paleography.library.utoronto.ca/content/transcript_IP_043"" style=""font-weight:300;"" target=""_blank"">Transcription</a><br />
			Go to <a href=""https://italian-paleography.library.utoronto.ca/islandora/object/italianpaleography%3AIP_043"" style=""font-weight:300;"" target=""_blank"">Manuscript</a> page</td>
</tr></tbody></table><p style=""font-size: 1em""> </p>
","","Collection of Italian Poetry
","<p style=""font-size: 0.3em;""> </p>
<p>Item fully digitized <a href=""http://digcoll.newberry.org/#/item/nby_dig-21475"" target=""_blank"">here</a>.</p>
<p> </p>
","<p style=""font-size: 0.3em;""> </p>
<p>Italica dal tracciato sottile, molto inclinata a destra.</p>
<p>Da notare: le aste basse concluse da un trattino obliquo (r. 9: <em>popolo</em>); la <em>d</em> in tre forme (diritta, r. 1: <em>dolce</em>; tonda, r. 4: <em>Quindi</em>; con asta raddoppiata per eventualmente legare con lettera seguente, r. 5: <em>d’Apelle</em>); il legamento <em>ch</em> in un sol tempo privo del tratto inferiore dell’asta (r. 13: <em>ch’i</em>).</p>
<p align=""right"">- Maddalena Signorini</p>
<p> </p>
","/content/about_IP_043","Thursday, January 10, 2019 - 19:51","Saturday, December 7, 2019 - 01:15","Yes"
"3085","Giacomo Castelvetro's Autograph Documents","40328","","2019","<p style=""font-size: 0.3em;""> </p>
<p>Chicago, Newberry Library, VAULT Case MS 5086</p>
<p style=""margin-left:.25in;"">Giacomo Castelvetro</p>
<p style=""margin-left:.25in;""><em>Giacomo Castelvetro's Autograph Documents​</em></p>
<p style=""margin-left:.25in;"">Italy, 1595</p>
<p style=""font-size: 0.1em;""> </p>
<table border=""0.5"" cellpadding=""1"" cellspacing=""1"" style=""width: 200px; background-color:#F8F8F8;""><tbody><tr><td>Go to <a href=""https://italian-paleography.library.utoronto.ca/content/transcript_IP_042"" style=""font-weight:300;"" target=""_blank"">Transcription</a><br />
			Go to <a href=""https://italian-paleography.library.utoronto.ca/islandora/object/italianpaleography%3AIP_042"" style=""font-weight:300;"" target=""_blank"">Manuscript</a> page</td>
</tr></tbody></table><p style=""font-size: 1em""> </p>
","","Giacomo Castelvetro's Autograph Documents
","<p style=""font-size: 0.3em;""> </p>
<p>Item fully digitized <a href=""http://collections.carli.illinois.edu/cdm/ref/collection/nby_dig/id/24545"" target=""_blank"">here</a>.</p>
<p> </p>
","<p style=""font-size: 0.3em;""> </p>
<p>Italica professionale, dal tracciato sottile e priva di vistosi elementi decorativi.</p>
<p>Da notare: la doppia forma di <em>d</em> (diritta, 124v, r. 9; <em>del</em> e tonda, r. 10: <em>guidato</em>); la <em>g</em> con occhiello inferiore stretto e oblungo (124r, r. 8: <em>egli</em>); la <em>z</em> leggermente sovramodulata con ultimo tratto obliquo che scende sotto il rigo (124r, r. 3: <em>pallazzo</em>); il falso legamento <em>st</em> (124r, r. 20: <em>protestare</em>).</p>
<p align=""right"">- Maddalena Signorini</p>
<p> </p>
","/content/about_IP_042","Thursday, January 10, 2019 - 19:50","Saturday, December 7, 2019 - 01:24","Yes"
"3067","Notarial Certificate Concerning the Legitimation of Marco Negroponte, Issued in Venice, 1581","40328","<p style=""font-size: 0.3em;""> </p>
<p style=""font-weight:300;"">This document is a manuscript notarial certificate concerning the legitimation of Marco Negroponte, signed by the notary Marcus Antonius de Cavaneis in 1581. It is a folded insert in the front of a certified copy of privilege issued to Jacobus Superantio in Prague in 1561 by the Holy Roman Emperor Ferdinand I. The majority of the book itself is the copy of the privilege, written very neatly in Latin in a clear hand. The most notable features of the central vellum manuscript book are the three beautifully illuminated pages that follow the folded insert. We cannot know how or why the notarial certificate wound up added to the front of this book––it is intriguing to note that the very last page of the book reverts back to the hand from the certificate and bears the same notarial mark of Marcus Antonius Cavaneis.</p>
<p style=""font-weight:300;"">The certificate folds out of the book to roughly the size of four folios. The hand of the notary is larger and slightly less uniform than the concise Latin used for the copy of privilege, although Cavaneis’ writing is still quite clear. Many of the letters are flourished. The document is concerned with the legitimation of Marco Negroponte, who “may or may not” be the son of Andrea Negroponte, himself “the son of Jacob, citizen of Venice.” Whether or not Marco is Andrea’s son (and this uncertainty is repeated several times throughout the document, to emphasize that it does not matter whether or not Marco is Andrea’s biological son), Andrea is making Marco his heir. Marco has always been a part of the family, the obedient son in all ways, and taken care of Andrea and his affairs. The notarial language emphasizes that this is a legal, un-coerced act on Andrea’s part, that the title of heir and the properties are “freely donated, yielded, and given over”––this legitimation is witnessed by Cavaneis, the “public person here present,” and affixed with his notarial seal, and it is to be recognized “in every place, reason, and condition” henceforth. Andrea Negroponte had considerable property to be allocated, including twenty-one fields, a house of stone with roof tiles, an oven, a well, and a garden––the provenance of these possessions before Andrea acquired them is also described by Cavaneis.</p>
<p align=""right"" style=""font-weight:300;"">-Alexandra Thomas</p>
<p style=""font-size: 0.3em;""> </p>
","1581","<p style=""font-size: 0.3em;""> </p>
<p style=""font-weight:300;"">Chicago, Newberry Wing MS ZW 1 .581</p>
<p style=""font-weight:300; margin-left:.25in;""><em>Notarial Certificate Concerning the Legitimation of Marco Negroponte, Issued in Venice, 1581</em></p>
<p style=""font-weight:300; margin-left:.25in;"">Venice, 1581</p>
<p style=""font-size: 0.1em;""> </p>
<table border=""0.5"" cellpadding=""1"" cellspacing=""1"" style=""width: 200px; background-color:#F8F8F8;""><tbody><tr><td>Go to <a href=""https://italian-paleography.library.utoronto.ca/content/transcript_IP_041"" style=""font-weight:300;"" target=""_blank"">Transcription</a><br />
			Go to <a href=""https://italian-paleography.library.utoronto.ca/islandora/object/italianpaleography%3AIP_041"" style=""font-weight:300;"" target=""_blank"">Manuscript</a> page</td>
</tr></tbody></table><p style=""font-size: 1em""> </p>
","","Notarial Certificate Concerning the Legitimation of Marco Negroponte, Issued in Venice, 1581
","<p style=""font-size: 0.3em;""> </p>
<p>Item fully digitized <a href=""http://collections.carli.illinois.edu/cdm/ref/collection/nby_dig/id/22211"" target=""_blank"">here</a>.</p>
","<p style=""font-size: 0.3em;""> </p>
<p style=""font-weight:300;"">Italica dal tracciato contrastato, densa di abbreviazioni tecniche e di elementi decorativi accessori.</p>
<p style=""font-weight:300;"">Da notare: la <em>e</em> con tratto mediano obliquo verso l’alto concluso da bottone o ricciolo (r. 2: <em>el</em>); la <em>u/v</em> iniziale con primo tratto curvo verso destra e che ritorna poi verso sinistra (r. 2: <em>volendo</em>); la <em>z</em> con ultimo tratto molto sviluppato sotto il rigo (r. 8: <em>pozzo</em>); il legamento <em>ol</em> (r. 19: <em>fioli</em>).</p>
<p align=""right"" style=""font-weight:300;"">- Maddalena Signorini</p>
<p style=""font-size: 0.3em;""> </p>
","/content/about_IP_041","Thursday, January 10, 2019 - 19:48","Saturday, December 7, 2019 - 00:53","Yes"
"3055","Guild Statutes of the Florentine Mercanzia and its University","40328","<p style=""font-size: 0.3em;""> </p>
<p style=""font-weight:300;"">Like those in Newberry Wing MS Z 46735 .916 from Siena [INSERT LINK], the guild statutes in this manuscript resulted from a reform of the guilds mandated by Francesco I de’ Medici (1541-1587), Grand Duke of Tuscany, in line with a general government policy to supervise closely the activities of all semi-public associations.  The Mercanzia in the late Middle Ages and early Renaissance was one of the four major guilds that dominated civic life through restricted membership tied to political rights.  By the sixteenth century it had become a sort of super-guild with legal jurisdiction over most business transactions within the city and surrounding district, its own police force, and an important commercial court whose records have been used extensively by historians of Florence.  The Medici reform of the Mercanzia brought together rules that had appeared in earlier statues (of 1393 and 1496) and added new regulations to ensure control by the ducal authorities.  Once formally enacted, in May of 1577, a number of copies of the statutes would have been written out in a businesslike hand and unpretentious format for the use of officers of the guild and judges of the court.  This manuscript is likely a copy of that sort, intended for practical use.  Its 350-page text is provided with a 31-page alphabetical index to facilitate reference.  Similar manuscript copies are held by the library of the Italian Senate (2 copies), the Universities of Chicago (MS 662) and North Carolina (Hanes Collection MS 42), and Yale University Law School (2 versions: Rare26 15-0042 and Rare36 11-0023); others no doubt exist in the collections of the Archivio di Stato, Florence.</p>
<p align=""right"" style=""font-weight:300;"">- Paul Gehl</p>
<p style=""font-size: 0.3em;""> </p>
","1580","<p style=""font-size: 0.3em;""> </p>
<p style=""font-weight:300;"">Chicago, Newberry VAULT Case MS folio H 5435 .312</p>
<p style=""margin-left:.25in; font-weight:300;""><em>Guild Statutes of the Florentine Mercanzia and its University</em></p>
<p style=""margin-left:.25in; font-weight:300;"">Florence, around 1580</p>
<p style=""font-size: 0.1em;""> </p>
<table border=""0.5"" cellpadding=""1"" cellspacing=""1"" style=""width: 200px; background-color:#F8F8F8;""><tbody><tr><td>Go to <a href=""https://italian-paleography.library.utoronto.ca/content/transcript_IP_040"" style=""font-weight:300;"" target=""_blank"">Transcription</a><br />
			Go to <a href=""https://italian-paleography.library.utoronto.ca/islandora/object/italianpaleography%3AIP_040"" style=""font-weight:300;"" target=""_blank"">Manuscript</a> page</td>
</tr></tbody></table><p style=""font-size: 1em""> </p>
","","Guild Statutes of the Florentine Mercanzia and its University
","<p style=""font-size: 0.3em;""> </p>
<p>Item fully digitized <a href=""http://collections.carli.illinois.edu/cdm/ref/collection/nby_dig/id/22611"" target=""_blank"">here</a>.</p>
<p> </p>
","<p style=""font-size: 0.3em;""> </p>
<p>Italica (XVI seconda metà) regolare, professionale, moderatamente corsiva.</p>
<p>Da notare: la <em>g</em> dall’ampio occhiello inferiore (r. 1: <em>signore</em>); la <em>z</em> corsiva in un sol tempo (r. 11: <em>addizioni</em>); il legamento de con l’ultimo tratto di <em>d</em> che forma la parte inferiore della <em>e</em>, mentre l’occhiello e indipendente (r. 5: <em>de</em>).</p>
<p align=""right"">- Maddalena Signorini</p>
<p> </p>
","/content/about_IP_040","Thursday, January 10, 2019 - 19:46","Saturday, December 7, 2019 - 01:26","Yes"
