Nid,Title,Author uid,Background,Bibliography,Date,Description,English Translation,Manuscript Link,Manuscript Title,Path,Post date,Updated date,Published status
54,Printing agreement by Jacques de Sanlecque and Toussaint du Bray,838,"<p>The life of Toussaint Du Bray (1580?-1637) evidences upward personal and professional mobility. Notaries always recorded his name as “du Bray” or “Dubray,” but later in life he adopted the habit of writing “Du Bray.” His father was a <em>maistre fripier</em> in Paris—a vendor of used, repaired objects. After his father’s death in 1583, the merchant-bookseller Etienne Vallet became the guardian of the toddler Toussaint and his younger sister Girarde. In 1600 Girarde married Jacques de Sanlecque, a Paris printer, who then became Toussaint’s guardian for a few years before he reached his majority at age 25.  Toussaint opened his own bookshop at about the time of his sister’s marriage, located first in the Palais de Justice and then later in the Latin Quarter on the rue Saint-Jacques. Toussaint married Marie Sanlecque, the daughter of a bourgeois merchant who was most likely a relative of his brother-in-law Jacques. Additionally, Antoine Du Breuil, a well-established bookseller, seems to have taken Du Bray under his wing and guided him during his early years in the profession. They collaborated on producing several editions, which launched Du Bray’s career as an editor. Beginning in 1604, Du Bray published approximately ten titles per year, specializing in new literature. From then until his death in 1637 he collaborated with numerous printers, engravers, and editors, including his brother-in-law—with whom he signed this document in 1614, attesting that they had received manuscripts from the widow of François Beccaria de Pavie, baron de Fourquevaux (who had died in 1611), with the intention of publishing the texts.</p>
<p> </p>
<p>François de Pavie was a novelist and poet, many of whose works have been lost. Du Bray and Sanlecque do not appear to have published any of the manuscripts they purchased from his widow, although the first title mentioned in the notarial record, <em>Les Vies de plusieurs grands capitaines français</em>, was printed in 1643 by Du Bray’s son, Jean.</p>
<p> </p>
<p>The document cites texts recounting voyages to Jerusalem and to England, which do not appear to have survived. What did survive is Fourquevaux’s account of his journey to Poland in 1585, which remained in manuscript until 1933, when it saw print as <em>La Pologne vue par deux voyageurs français du XVIe siècle</em> (along with a narrative by Jacques Esprinchard, sieur du Plon, from 1597).</p>
<p> </p>
<p>The <em>Espadon satyrique</em>, a collection of satirical poetry first printed in Lyon in 1619, has sometimes been attributed to Fourquevaux, on the assumption that he was using the pseudonym of Esternod, but it appears that the author was Claude d’Esternod (1590-1640).</p>
<p> </p>
<p>                                                                                                                                  -Carla Zecher</p>
<p> </p>
<p> </p>
","<p>-Arbour, Roméo. <em>Un éditeur d'oeuvres littéraires au XVIIe siècle, Toussaint Du Bray, 1604-1636</em>. Genève : Librairie Droz, 1992.</p>
",1614,"<p>Paris, 2 June 1614<br /><em>Les imprimeurs-libraires Jacques de Sanlecque et Toussaint Du Bray reconnaissent avoir reçu de la veuve du sieur de Fourquevaux les manuscrits de diverses oeuvres afin de les publier</em><br />
Chicago, Newberry Library, VAULT Wing ZW 639 .P283</p>
<p> </p>
",,"http://paleography.library.utoronto.ca/islandora/object/paleography:489
",Printing agreement by Jacques de Sanlecque and Toussaint du Bray,/content/about_fp_053,"Tuesday, June 16, 2015 - 10:56","Thursday, January 30, 2020 - 16:34",Yes
55,Sentence du sénéchal d'Auvergne,838,"<p>There is no background essay available for this manuscript, but we invite you to post your own essay to our <a href=""https://paleography.library.utoronto.ca/content/group-work"">Google group</a>, for discussion there and possible uploading to the site later on.</p>
<div>
<hr align=""left"" size=""1"" width=""33%"" /><div id=""ftn1"">
<a href=""#_ftnref1"" name=""_ftn1"" title="""" id=""_ftn1"">[1]</a> <em>Chef-lieu d’arrondissement</em> in Auvergne, <em>département </em>Puy-de-Dôme.
</div>
</div>
<p> </p>
",,1635,"<p>Riom,<a href=""#_ftn1"" name=""_ftnref1"" title="""" id=""_ftnref1"">[1]</a> 22 December 1635</p>
<p><em>Sentence du sénéchal d’Auvergne</em></p>
<p>Chicago, Newberry Library, VAULT Case MS 5027</p>
<p> </p>
",,"http://paleography.library.utoronto.ca/islandora/object/paleography:481
",Sentence du sénéchal d'Auvergne,/content/about_fp_045,"Tuesday, June 16, 2015 - 12:07","Thursday, February 25, 2016 - 12:06",Yes
56,Grosse d'un jugement du bailli d'Orléans,838,"<p>There is no background essay available for this manuscript, but we invite you to post your own essay to our <a href=""https://paleography.library.utoronto.ca/content/group-work"">Google group</a>, for discussion there and possible uploading to the site later on.</p>
<p> </p>
<div>
<hr align=""left"" size=""1"" width=""33%"" /><div id=""ftn1""><a href=""#_ftnref1"" name=""_ftn1"" title="""" id=""_ftn1"">[1]</a> Capital of the Loiret <em>département</em> and Centre region in France.</div>
</div>
<p> </p>
",,1584,"<p>Orléans,<a href=""#_ftn1"" name=""_ftnref1"" title="""" id=""_ftnref1"">[1]</a> 23 August 1584<br /><em>Grosse d’un jugement du bailli d’Orléans</em><br />
Chicago, Newberry Library, VAULT folio Case MS 6A 46</p>
<p> </p>
",,"http://paleography.library.utoronto.ca/islandora/object/paleography:467
",Grosse d'un jugement du bailli d'Orléans,/content/about_fp_031,"Tuesday, June 16, 2015 - 12:08","Wednesday, February 24, 2016 - 17:32",Yes
57,La Fayette-Langeac Contredict,838,"<p>This document, along with the <a href=""https://paleography.library.utoronto.ca/islandora/object/paleography:495#37155559-9606-4251-adb8-e20e246e2721""><em>La Fayette-Langeac Contredict 2</em></a>, the <a href=""https://paleography.library.utoronto.ca/islandora/object/paleography:498#088a459d-4506-4f2f-bddc-8e497b87aba1""><em>Grosse d’un arrêt du maître des requêtes du Parlement de Paris</em></a><em>, and the </em><a href=""https://paleography.library.utoronto.ca/islandora/object/paleography%3A493#f017610c-046b-463a-9097-8c778dc6cdbb""><em>Contrat d’échange de propriétés entre Gilbert de La Fayette et Delphine de Bonnabaud</em></a><em>, forms part of the dossier of a legal dispute between Jacques de Langeac, </em><em>seigneur</em> of Bonnabaud, and his neighbor Louis de La Fayette, <em>seigneur</em> of Pontgibaud, regarding fishing rights on the river Sioule, which ran through the estates of both parties. The legal procedures lasted several months in 1564.</p>
<p>The document presented here is an unsigned and undated draft of a <em>contredit</em>, a legal procedure usually instigated by a defending party dissatisfied with a ruling against him or her. The procedure appeals to a higher court of justice to revise the ruling. In this particular case, it is the plaintiff Jacques de Langeac, who asked the tribunal to review the whole case, especially the pieces of evidence produced by his opponent La Fayette. The <a href=""https://paleography.library.utoronto.ca/islandora/object/paleography:495#37155559-9606-4251-adb8-e20e246e2721""><em>La Fayette-Langeac Contredict 2</em></a> presents an almost identical text to this one, in a very different hand. These two copies were likely used during the court procedures as handy summaries of the different aspects of the legal case.</p>
<p>On 4 August 1564, the <em>maître des requêtes </em><em>of the Parlement de Paris</em><em> </em>ruled in favor of Langeac, and condemned the defending party La Fayette to pay damages and interests to the plaintiff. You can read the ruling here: <a href=""https://paleography.library.utoronto.ca/islandora/object/paleography:498#088a459d-4506-4f2f-bddc-8e497b87aba1""><em>Grosse d’un arrêt du maître des requêtes du Parlement de Paris</em></a><em>.</em></p>
<p>The court dossier for the 1564 fishing rights dispute is part of a larger collection of documents related to the seigneurie of Bonnabaud, sold by Anne-Joseph-Gilbert-Allyre de Langeac to Amable-Jacques Soubrany de Bénistant in 1787. A large quantity of documents were assembled at the time, including copies of the sale deed, as well as descriptions of the property, lists of tenants, yearly earnings, previous legal disputes, and so forth.</p>
<p>For more documents related to the Langeac family, see the <a href=""https://paleography.library.utoronto.ca/islandora/object/paleography%3A482#c4089820-b63d-4fa0-b97a-67ac4710f455""><em>Vente au profit de Gabriel de Langeac</em></a> and the<em> </em><a href=""https://paleography.library.utoronto.ca/islandora/object/paleography:491#e6a054cf-5a1b-49e2-90b3-43fa9d2541ab""><em>Bail à cens de la seigneurie de Bonnabaud</em></a><em>.</em></p>
<p>See the <a href=""http://newberry.org/lauzanne-family-papers""><em>Lauzanne Family Papers</em></a> for an overview of this significant family archive of thousands of manuscript documents held at the Newberry Library.</p>
<p align=""right"">- Caroline Prud’Homme</p>
","<p>- Bercé, Yves-Marie, and Alfred Soman. “La justice royale et le parlement de Paris (XIVe-XVIe siècle).” <em>Bibliothèque de l’École des Chartes </em>153, no. 2 (July-December 1995).<br /><em>-</em><em> </em>Fordham University.<em> </em><em>L<a href=""https://legacy.fordham.edu/halsall/french/eau.asp"">ivre des sources médiévales: La Réglementation sur l’eau sous l’Ancien Régime</a></em><em>.</em><br />
- Garnot, Benoît. <em>Justice et société en France aux XVIe, XVIIe et XVIIIe siècles</em>. Paris: Ophrys, 2002.</p>
<p> </p>
",1437,"<p>Pontgibaud and Paris, 5 July 1564<br /><em>La Fayette-Langeac Contredict </em><br />
Chicago, Newberry Library, VAULT Case MS 5027</p>
<p> </p>
",,"http://paleography.library.utoronto.ca/islandora/object/paleography:494
",La Fayette-Langeac Contredict,/content/about_fp_058,"Tuesday, June 16, 2015 - 12:09","Thursday, October 5, 2017 - 13:10",Yes
58,La Fayette-Langeac Contredict 2,838,"<p>This document, along with the <a href=""https://paleography.library.utoronto.ca/islandora/object/paleography%3A494#1cb27a31-6484-4695-881e-27df681da8bc""><em>La Fayette-Langec Contredict</em></a>, the <a href=""https://paleography.library.utoronto.ca/islandora/object/paleography:498#088a459d-4506-4f2f-bddc-8e497b87aba1""><em>Grosse d’un arrêt du maître des requêtes du Parlement de Paris</em></a><em>, and the </em><a href=""https://paleography.library.utoronto.ca/islandora/object/paleography%3A493#f017610c-046b-463a-9097-8c778dc6cdbb""><em>Contrat d’échange de propriétés entre Gilbert de La Fayette et Delphine de Bonnabaud</em></a><em>, f</em>orms part of the dossier of a legal dispute between Jacques de Langeac, <em>seigneur</em> of Bonnabaud, and his neighbor Louis de La Fayette, <em>seigneur</em> of Pontgibaud, regarding fishing rights on the river Sioule, which ran through the estates of both parties. The legal procedures lasted several months in 1564.</p>
<p>The document presented here is a <em>contredit</em>, a legal procedure usually instigated by a defending party dissatisfied with a ruling against him or her. The procedure appeals to a higher court of justice to revise the ruling. In this particular case, it is the plaintiff Jacques de Langeac, who asked the tribunal to review the whole case, especially the pieces of evidence produced by his opponent La Fayette. The <a href=""https://paleography.library.utoronto.ca/islandora/object/paleography%3A494#1cb27a31-6484-4695-881e-27df681da8bc""><em>La Fayette-Langec Contredict</em></a> presents an almost identical text to this one, though it is unsigned and undated, and copied in a very different hand. These two copies were likely used during the court procedures as handy summaries of the different aspects of the legal case.</p>
<p>On 4 August 1564, the <em>maître des requêtes </em><em>of the Parlement de Paris</em><em> </em>ruled in favor of Langeac, and condemned the defending party La Fayette to pay damages and interests to the plaintiff. You can read the ruling here: <a href=""https://paleography.library.utoronto.ca/islandora/object/paleography:498#088a459d-4506-4f2f-bddc-8e497b87aba1""><em>Grosse d’un arrêt du maître des requêtes du Parlement de Paris</em></a><em>.</em></p>
<p>The court dossier for the 1564 fishing rights dispute is part of a larger collection of documents related to the seigneurie of Bonnabaud, sold by Anne-Joseph-Gilbert-Allyre de Langeac to Amable-Jacques Soubrany de Bénistant in 1787. A large quantity of documents were assembled at the time, including copies of the sale deed, as well as descriptions of the property, lists of tenants, yearly earnings, previous legal disputes, and so forth.</p>
<p>For more documents related to the Langeac family, see the <a href=""https://paleography.library.utoronto.ca/islandora/object/paleography%3A482#c4089820-b63d-4fa0-b97a-67ac4710f455""><em>Vente au profit de Gabriel de Langeac</em></a> and the<em> </em><a href=""https://paleography.library.utoronto.ca/islandora/object/paleography:491#e6a054cf-5a1b-49e2-90b3-43fa9d2541ab""><em>Bail à cens de la seigneurie de Bonnabaud</em></a><em>.</em></p>
<p>See the <em><a href=""http://newberry.org/lauzanne-family-papers"">Lauzanne Family Papers</a></em> for an overview of this significant family archive of thousands of documents held at the Newberry Library.</p>
<p align=""right"">- Caroline Prud’Homme</p>
<p> </p>
","<p>- Bercé, Yves-Marie and Alfred Soman. “La justice royale et le parlement de Paris (XIVe-XVIIe siècle).” <em>Bibliothèque de l’École des Chartes </em>153, no. 2 (July-December 1995).<br /><em>-</em><em> </em>Fordham University. <a href=""https://legacy.fordham.edu/halsall/french/eau.asp""><em>Livre des sources médiévales: La Réglementation sur l’eau sous l’Ancien Régime</em></a><em>.</em><br />
- Garnot, Benoît. <em>Justice et société en France aux XVIe, XVIIe et XVIIIe siècles</em>. Paris: Ophrys, 2002.</p>
<p> </p>
",1437,"<p>Pontgibaud and Paris, 5 July 1564<br /><em>La Fayette-Langeac Contredict 2</em><br />
Chicago, Newberry Library, VAULT Case MS 5027</p>
<p> </p>
",,"http://paleography.library.utoronto.ca/islandora/object/paleography:495
",La Fayette-Langeac Contredict 2,/content/about_059,"Tuesday, June 16, 2015 - 12:11","Thursday, October 5, 2017 - 13:10",Yes
59,Partage de l'héritage de François de L'Estang,838,"<p>This document details the division of the assets held by François de L’Estang, <em>seigneur</em> of Bouis in Auvergne, upon his death. His widow Louise d’Harzillemont retired to a property owned by the Harzillemont family in Picardy and decided to sell to her brother-in-law Philippe de L’Etang part of her share of the common inheritance.</p>
<p>François de L’Estang and his brothers Philippe and Gilbert appear to have been cousins of Pierre de Lauzanne (1590-1642), <em>seigneur</em> of Bouis, Puy-Malsignat and de L’Estang. Pierre and his wife Louise d’Haultefaye had seven sons, including Claude (1626-1692), the patriarch of a Lauzanne family branch established in Auvergne in the area of Puy-Malsignat. Claude and Louise’s third son Sébastien (1627-1695) left Auvergne for Brittany, where he acted as captain in the Mazarin regiment and founded the Brittany branch of the Lauzanne family. The sixth son of Pierre and Louise, Philibert (1632-1684), <em>seigneur</em> of Saigne Vieille and Rochegude, viscount of Vaurousset, became the patriarch of another Lauzanne family branch in Auvergne and Limousin. He married Anne d’Anglars de Rochegude in 1676, granddaughter to <a href=""https://paleography.library.utoronto.ca/islandora/object/paleography:487#26fff7da-f2ac-4afd-bf83-c5b31f5c6563"">Annet d’Anglars and Anne de Rochegude, whose marriage contract can be found here</a>.</p>
<p>The document reproduced here is part of <a href=""https://www.newberry.org/lauzanne-family-papers"">The Lauzanne Family Papers</a>, an archive of documents of the Lauzanne family and other allied families established in Auvergne held at the Newberry Library. Numerous documents pertain to Pierre, his sons, and their progeny, such as a confirmation of the nobility of the Lauzanne family obtained by Sébastien in 1667, and leasing agreements for the <em>seigneurie</em> of Saigne Vieille signed by Philibert and his wife Anne.</p>
<p>There are about 500 documents directly related to the Lauzanne family in this archive spanning the 16<sup>th</sup> to the 20<sup>th</sup> century. The earliest Lauzanne document, dated 2 October 1535, confirms the rights of Jacques de Lauzanne (b. 1505) to the <em>seigneurie</em> of Sermur, while the most recent is a letter dated 1965. Important figures of the Lauzanne family include François-Guillaume de Lauzanne (1674-1733), whose documents pertain mostly to the administration of his <em>seigneuries</em> of Puy-Malsignat and la Maisonneuve, and a different Pierre de Lauzanne (1730-1792), who was <em>brigadier</em> and <em>maître des eaux et forêts d’Auvergne</em>. Many letters sent to him still bear original red seals. Amable-Joseph-Philippe de Lauzanne, known as Frédéric (1807-1873), plays a role in many of the family documents, partly due to an inheritance received from his uncle Amable-Jacques de Soubrany de Bénistant in 1842, his involvement in several other inheritance legal cases, and the extent of his assets.</p>
<p>The earliest documents in the entire collection are related to the Langeac family, including several documents on vellum from the 14<sup>th</sup> and 15<sup>th</sup> century. They are in the collection due to the alliance of Françoise de Vichy to François de Lauzanne in 1584. Françoise was the daughter of Françoise de Langeac and François de Vichy, and heir to the <em>seigneurie</em> of the Puy-Malsignat. <a href=""https://paleography.library.utoronto.ca/islandora/search/catch_all_fields_mt%3A%28Langeac%29?f%5b0%5d=-entity_type%3A%22node%22&sort=mods_originInfo_qualifier_approximate_dateIssued_s%20asc"">Six Langeac family documents</a> are found in our digital collection.</p>
<p align=""right"">- Caroline Prud’Homme</p>
<div>
<hr align=""left"" size=""1"" width=""33%"" /><div id=""ftn1""><a href=""#_ftnref1"" name=""_ftn1"" title="""" id=""_ftn1"">[1]</a> <em>Commune </em>in Limousin, <em>départment</em> Creuse, <em>arrondissement</em> Aubusson, <em>canton</em> Évaux-les-Bains.</div>
</div>
<p> </p>
","<p>- Bardet, Marie. <em>Le notariat royal en Haute-Auvergne de l’Ancien Régime à 1815. </em>PhD diss. Paris: École des hautes études en sciences sociales, 2005.<br />
- Desan, Suzanne, and Jeffrey Merrick. <em>Family, Gender and Law in Early Modern France</em>. Philadelphia: Penn State University Press, 2009.<br />
- Lauzanne, Hugues de. <em>Généalogie de la famille de Lauzanne.</em> Moulins: Crépin-Leblond, 1924.</p>
<p> </p>
",1665,"<p>Nouhant,<a href=""#_ftn1"" name=""_ftnref1"" title="""" id=""_ftnref1"">[1]</a> 15 May 1650 (notarized copy, 14 September 1665)<br /><em>Transaction between Louise d’Harzillemont, widow of François de L’Estang, </em>seigneur<em> of Bouis, and Philippe de L’Estang</em>, sieur<em> of Doulaye and Bouis, regarding the division of their common inheritance </em><br />
Chicago, Newberry Library, VAULT Case MS 5027</p>
<p> </p>
",,"http://paleography.library.utoronto.ca/islandora/object/paleography:485
",Partage de l'héritage de François de L'Estang,/content/about_fp_049,"Tuesday, June 16, 2015 - 12:13","Thursday, October 5, 2017 - 13:20",Yes
60,Lancelot du lac,838,"<p>The “Vulgate” Lancelot cycle, also called the Lancelot-Grail cycle, is a series of five interrelated Old French prose texts dealing with King Arthur and the Knights of the Round Table, the quest for the Grail, and the adventures of Lancelot. Three of the works tell of Lancelot’s adventures and his love for Guinevere (<em>Lancelot en prose</em>, <em>La queste del saint Graal</em>, and <em>La mort le roi Artu</em>), while the other two are “pre-histories” (<em>Estoire del saint Graal</em> and <em>Le roman de Merlin en prose</em>) recounting the story of Arthur’s kingdom before Lancelot’s birth, and the early history of the Grail.</p>
<p> </p>
<p>This manuscript held by the Newberry Library contains only the <em>Lancelot du Lac</em>, which is a portion of the <em>Lancelot en prose </em>or the “Lancelot proper” that constitutes the third and largest section of the Lancelot-Grail cycle. Lancelot’s legendary love for Guinevere and his heroic exploits with the other Knights of the Round Table form the focus of the <em>Lancelot du Lac.</em></p>
<p> </p>
<p>The texts of the Lancelot-Grail cycle were originally composed in the first third of the 13<sup>th</sup> century. Audiences eager for tales of courtly love and chivalric adventure enthusiastically read and commissioned copies of the Lancelot-Grail cycle, making it one of the most popular vernacular texts of the later Middle Ages. Over 150 manuscripts containing all or some of the cycle survive today, most dating from the 13<sup>th</sup> through the 15<sup>th</sup> century. Some manuscript copies commissioned for royal and aristocratic owners include lavish illustrations, while many other copies contain few or no images at all and were made for patrons from a wider range of socioeconomic backgrounds. Other Arthurian texts also circulated widely among the same audiences; the Getty Museum’s <em>Roman de Tristan </em>(MS Ludwig XV 5) is an example of a luxury romance manuscript with an elaborate pictorial program.</p>
<p> </p>
<p>This particular manuscript of 354 folios was copied around the year 1300 and contains three single-column miniatures, found on folsios 1r, 200r, and 292r. The image on the opening folio is badly worn from use, but the figures of two kings with their sisters are still discernible. Fol. 200r depicts Galaad in full armor mounted on his horse, and fol. 292r illustrates a scene in which a boat steered by the sister of Méléagant (the villain who abducts Guinevere) approaches Lancelot imprisoned in a tower. Inscriptions on the first page indicate that this manuscript once belonged to the library of Claude d’Urfé (1501-1558), an ambassador who served under Kings François I (ruled 1515-1547) and Henri II (ruled 1547-1559). Claude d’Urfé’s ownership of the <em>Lancelot du Lac </em>in the 16<sup>th</sup> century suggests that popular enthusiasm for Arthurian stories continued well into the Renaissance. </p>
<p align=""right"">- Beth Woodward</p>
<p> </p>
","<p>-Stones, Alison. <em>The Lancelot-Graal Project</em>, 2010. <a href=""http://www.lancelot-project.pitt.edu/lancelot-project.html"">http://www.lancelot-project.pitt.edu/lancelot-project.html</a>.</p>
<p>-Kennedy, Elspeth, Michelle Szkilnik, Rupert T. Pickens, Karen Pratt, and Andrea M. L. Williams. “Lancelot with and without the Grail: ‘Lancelot do Lac’ and the Vulgate Cycle.” In <em>The Arthur of the French: The Arthurian Legend in Medieval French and Occitan Literature</em>, ed. Glyn S. Burgess and Karen Pratt. Arthurian Literature in the Middle Ages. Cardiff: University of Wales Press, 2006, 274-324.</p>
<p>-Stones, Alison. “‘Mise en Page’ in the French Lancelot-Grail: The First 150 Years of the Illustrative Tradition.” In <em>A Companion to the Lancelot-Grail Cycle</em>, edited by Carol Dover, 125–44. Arthurian Studies. Cambridge: D. S. Brewer, 2003.</p>
<p>-Chênerie, Marie-Luce, and Elspeth Kennedy, eds. <em>Lancelot du Lac: roman français du XIIIe siècle</em>. Vol. II. Lettres gothiques. Paris: Librairie générale française, 1993.</p>
<p>-Saenger, Paul. “Un manuscrit de Claude d’Urfé retrouvé à la Newberry Library de Chicago.” <em>Bibliothèque de l’École des Chartes, </em>vol. 139, no. 2 (1981): 250-52.</p>
<p> </p>
",1275,"<p>Paris?, 1275-1300<br /><em>Lancelot en prose </em><br />
Chicago, Newberry Library, VAULT folio Case MS 21</p>
<p> </p>
",,"http://paleography.library.utoronto.ca/islandora/object/paleography:451
",Lancelot du lac,/content/about_fp_015,"Tuesday, June 16, 2015 - 12:15","Thursday, October 26, 2017 - 10:35",Yes
61,Land grant of Annet d'Anglars to his mother Avoise de Tabou,838,"<p>There is no background essay available for this manuscript, but we invite you to post your own essay to our <a href=""https://paleography.library.utoronto.ca/content/group-work"">Google group</a>, for discussion there and possible uploading to the site later on.</p>
<div>
<hr align=""left"" size=""1"" width=""33%"" /><div id=""ftn1""><a href=""#_ftnref1"" name=""_ftn1"" title="""" id=""_ftn1"">[1]</a> <em>Commune</em> in Auvergne, <em>département </em>Cantal, <em>arrondissement</em> Mauriac.</div>
</div>
<p> </p>
",,1564,"<p>Anglards-de-Salers,<a href=""#_ftn1"" name=""_ftnref1"" title="""" id=""_ftnref1"">[1]</a> 4 July 1564<br /><em>Land grant of Annet d’Anglars to his mother Avoise de Tabou</em><br />
Chicago, Newberry Library, Case MS 5027</p>
<p> </p>
",,"http://paleography.library.utoronto.ca/islandora/object/paleography:488
",Land grant of Annet d'Anglars to his mother Avoise de Tabou,/content/about_fp_052,"Tuesday, June 16, 2015 - 12:18","Wednesday, February 24, 2016 - 13:27",Yes
62,Vente de la moitié d'une maison,838,"<p>There is no background essay available for this manuscript, but we invite you to post your own essay to our <a href=""https://paleography.library.utoronto.ca/content/group-work"">Google group</a>, for discussion there and possible uploading to the site later on.</p>
<div>
<hr align=""left"" size=""1"" width=""33%"" /><div id=""ftn1"">
<a href=""#_ftnref1"" name=""_ftn1"" title="""" id=""_ftn1"">[1]</a> <em>Commune bureau centralisateur de canton</em> in Ile-de-France, <em>département</em> Seine-et-Marne, <em>arrondissement </em>Meaux.
</div>
</div>
<p> </p>
",,1601,"<p>Coulommiers,<a href=""#_ftn1"" name=""_ftnref1"" title="""" id=""_ftnref1"">[1]</a> 28 March 1601</p>
<p><em>Vente de la moitié d’une maison</em></p>
<p>Chicago, Newberry Library, VAULT Greenlee MS 475</p>
<p> </p>
",,"http://paleography.library.utoronto.ca/islandora/object/paleography:477
",Vente de la moitié d'une maison,/content/about_fp_041,"Tuesday, June 16, 2015 - 12:19","Thursday, February 25, 2016 - 12:42",Yes
63,Contrat de vente au profit de Gilles de l'Espine,838,"<p>There is no background essay available for this manuscript, but we invite you to post your own essay to our <a href=""https://paleography.library.utoronto.ca/content/group-work"">Google group</a>, for discussion there and possible uploading to the site later on.</p>
<div>
<hr align=""left"" size=""1"" width=""33%"" /><div id=""ftn1""><a href=""#_ftnref1"" name=""_ftn1"" title="""" id=""_ftn1"">[1]</a> <em>Chef-lieu d’arrondissement</em> in Basse-Normandie, <em>département </em>Manche.</div>
</div>
<p> </p>
",,1656,"<p>Coutances,<a href=""#_ftn1"" name=""_ftnref1"" title="""" id=""_ftnref1"">[1]</a> 21 December 1656<br /><em>Contrat de vente au profit de Gilles de l’Espine</em><br />
Chicago, Newberry Library, VAULT folio Greenlee MS 498</p>
<p> </p>
",,"http://paleography.library.utoronto.ca/islandora/object/paleography:478
",Contrat de vente au profit de Gilles de l'Espine,/content/about_fp_042,"Tuesday, June 16, 2015 - 12:20","Wednesday, February 24, 2016 - 11:12",Yes
64,"Lectures on the Charter of the Forests, reissued by Henry III in 1225",838,"<p>This manuscript contains sixteen lectures on law -- specifically, on the topic of the Charter of the Forests, a document of major economic, political, and environmental concern in the Middle Ages and Renaissance.</p>
<p>Following the Norman invasion of England in the 11<sup>th</sup> century, the Normans and early Plantagenets claimed forests in England as personal hunting grounds. Areas designated as hunting preserves already existed, but the conquerors expanded them and also protected their claims through greater legal measures. During the reign of King John (1188-1199), friction between some barons (particularly in the north) and the Crown motivated the barons to formulate complaints about the forests as specific demands for reform. The negotiations resulted in the “Charter of the Forests,” brought forth in 1217 along with the reissued <a href=""http://www.bl.uk/magna-carta"">Magna Carta</a>, a document that established forest courts and the appointment of officers.</p>
<p>Now a Lord Warden was designated to oversee each forest, to prevent abuses of the area. Administrators working under him also were charged with maintaining the welfare of the forests and the animals. Additional legal changes enacted by the Charter included forgiving individuals who had committed forest offenses in the past and promising the removal of certain lands from the royal forests. By bringing the royal forests under the rule of law the Charter ensured that those lands would no longer be subject exclusively to the will of the king or the aristocracy; commoners now gained legal rights and privileges to work the land (which included heaths as well as wooded areas) in certain ways.</p>
<p>In 1225 King Henry III, sorely in need of revenue due to a recent civil war, reissued the Charter and the Magna Carta. This was a way of bargaining with his subjects – extracting taxes from them while confirming these legal documents. The versions of 1225 are the ones still on the Statute Book in the United Kingdom today.</p>
<p align=""right"">- Caroline Prud’Homme</p>
<p> </p>
","<p>- Griffin, Carl J. “More-than-Human Histories and the Failure of Grand State Schemes: Sylviculture in the New Forest, England.” <em>Cultural Geographies </em>17, no. 4 (2010): 451-72.<br />
- Turner, Ralph. <em>Magna Carta Through the Ages</em>. New York: Pearson/Longman, 2003.<br />
- Young, Charles R. <em>The Royal Forests of Medieval England</em>. Philadelphia: University of Pennsylvania Press, 1979.</p>
<p> </p>
",1600,"<p>England, ca. 1600<br /><em>Lectures on the Charter of the Forests, Reissued by Henry III in 1225</em><br />
Washington, D.C., Folger Shakespeare Library, MS V.b.170</p>
<p> </p>
",,"http://paleography.library.utoronto.ca/islandora/object/paleography:427
","Lectures on the Charter of the Forests, reissued by Henry III in 1225",/content/about_fp_301,"Tuesday, June 16, 2015 - 12:21","Thursday, October 5, 2017 - 13:11",Yes
